RoboCar Sensor Log
Started at: 2025-05-13T12:55:35.546945
================================================================================
[2025-05-13T12:55:36.047224] POS: (0.07, 0.00, 2.9°) | VEL: linear=0.00, angular=0.50 | US: 0.97m | MAG: 0.01 | VIB: NO | ALC: 0.01
[2025-05-13T12:55:36.547292] POS: (0.17, 0.00, 2.9°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.03 | VIB: NO | ALC: 0.07
[2025-05-13T12:55:37.047436] POS: (0.27, 0.01, 2.9°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.12 | VIB: NO | ALC: 0.05
[2025-05-13T12:55:37.547287] POS: (0.35, 0.01, 5.7°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.06 | VIB: NO | ALC: 0.14
[2025-05-13T12:55:38.047234] POS: (0.45, 0.02, 5.7°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.05 | VIB: NO | ALC: 0.19
[2025-05-13T12:55:38.821448] POS: (0.55, 0.03, 5.7°) | VEL: linear=0.20, angular=0.00 | US: 0.45m | MAG: -0.10 | VIB: NO | ALC: 0.15
[2025-05-13T12:55:39.047223] POS: (0.63, 0.04, 8.6°) | VEL: linear=0.00, angular=0.50 | US: 0.29m | MAG: 0.12 | VIB: YES | ALC: 0.19
[2025-05-13T12:55:39.547441] POS: (0.70, 0.06, 11.4°) | VEL: linear=0.20, angular=0.00 | US: 0.25m | MAG: 0.06 | VIB: NO | ALC: 0.15
[2025-05-13T12:55:40.047239] POS: (0.78, 0.08, 14.3°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.16 | VIB: NO | ALC: 0.17
[2025-05-13T12:55:40.547216] POS: (0.88, 0.10, 14.3°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: 0.15 | VIB: YES | ALC: 0.20
[2025-05-13T12:55:41.047226] POS: (0.98, 0.13, 14.3°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.17 | VIB: NO | ALC: 0.00
[2025-05-13T12:55:41.547208] POS: (1.07, 0.15, 14.3°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: 0.15 | VIB: NO | ALC: 0.03
[2025-05-13T12:55:42.047115] POS: (1.17, 0.18, 14.3°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.06 | VIB: NO | ALC: 0.13
[2025-05-13T12:55:42.550354] POS: (1.27, 0.20, 14.3°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.14 | VIB: YES | ALC: 0.03
[2025-05-13T12:55:43.047221] POS: (1.32, 0.22, 20.0°) | VEL: linear=0.20, angular=0.00 | US: 0.24m | MAG: 0.12 | VIB: NO | ALC: 0.12
[2025-05-13T12:55:43.547220] POS: (1.40, 0.25, 22.9°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.09 | VIB: YES | ALC: 0.03
[2025-05-13T12:55:44.047225] POS: (1.47, 0.28, 25.8°) | VEL: linear=0.00, angular=0.50 | US: 0.95m | MAG: 0.05 | VIB: YES | ALC: 0.06
[2025-05-13T12:55:44.547221] POS: (1.56, 0.32, 25.8°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.03 | VIB: NO | ALC: 0.02
[2025-05-13T12:55:45.047225] POS: (1.65, 0.37, 25.8°) | VEL: linear=0.20, angular=0.00 | US: 0.95m | MAG: 0.07 | VIB: YES | ALC: 0.12
[2025-05-13T12:55:45.547232] POS: (1.74, 0.41, 25.8°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.04 | VIB: NO | ALC: 0.16
[2025-05-13T12:55:46.047271] POS: (1.83, 0.45, 25.8°) | VEL: linear=0.20, angular=0.00 | US: 0.28m | MAG: 0.04 | VIB: NO | ALC: 0.02
[2025-05-13T12:55:46.547221] POS: (1.90, 0.49, 28.6°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.12 | VIB: NO | ALC: 0.19
[2025-05-13T12:55:47.047189] POS: (1.99, 0.54, 28.6°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.18 | VIB: NO | ALC: 0.18
[2025-05-13T12:55:47.547097] POS: (2.06, 0.58, 31.5°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.13 | VIB: NO | ALC: 0.06
[2025-05-13T12:55:48.047079] POS: (2.13, 0.62, 34.4°) | VEL: linear=0.20, angular=0.00 | US: 0.37m | MAG: 0.01 | VIB: NO | ALC: 0.11
[2025-05-13T12:55:48.547164] POS: (2.21, 0.68, 34.4°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: 0.13 | VIB: NO | ALC: 0.12
[2025-05-13T12:55:49.047443] POS: (2.29, 0.74, 34.4°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.08 | VIB: NO | ALC: 0.12
[2025-05-13T12:55:49.547074] POS: (2.36, 0.78, 37.2°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: 0.14 | VIB: NO | ALC: 0.11
[2025-05-13T12:55:50.047263] POS: (2.44, 0.84, 37.2°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.02 | VIB: NO | ALC: 0.03
[2025-05-13T12:55:50.547222] POS: (2.51, 0.91, 37.2°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.07 | VIB: NO | ALC: 0.13
[2025-05-13T12:55:51.047425] POS: (2.59, 0.97, 37.2°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: 0.01 | VIB: NO | ALC: 0.00
[2025-05-13T12:55:51.547263] POS: (2.66, 1.02, 40.1°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.17 | VIB: NO | ALC: 0.16
[2025-05-13T12:55:52.047225] POS: (2.72, 1.07, 43.0°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.15 | VIB: NO | ALC: 0.19
[2025-05-13T12:55:52.547220] POS: (2.79, 1.14, 43.0°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.15 | VIB: NO | ALC: 0.14
[2025-05-13T12:55:53.047217] POS: (2.86, 1.21, 43.0°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.11 | VIB: NO | ALC: 0.03
[2025-05-13T12:55:53.547219] POS: (2.92, 1.26, 45.8°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: 0.16 | VIB: NO | ALC: 0.13
[2025-05-13T12:55:54.047269] POS: (2.99, 1.33, 45.8°) | VEL: linear=0.20, angular=0.00 | US: 0.38m | MAG: 0.03 | VIB: NO | ALC: 0.10
[2025-05-13T12:55:54.547433] POS: (3.03, 1.38, 51.5°) | VEL: linear=0.20, angular=0.00 | US: 0.26m | MAG: -0.17 | VIB: NO | ALC: 0.20
[2025-05-13T12:55:55.047239] POS: (3.08, 1.44, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: -0.03 | VIB: NO | ALC: 0.18
[2025-05-13T12:55:55.547234] POS: (3.14, 1.52, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.12 | VIB: NO | ALC: 0.17
[2025-05-13T12:55:56.047106] POS: (3.19, 1.60, 54.4°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.08 | VIB: NO | ALC: 0.08
[2025-05-13T12:55:56.547092] POS: (3.24, 1.67, 57.3°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.15 | VIB: NO | ALC: 0.14
[2025-05-13T12:55:57.048840] POS: (3.29, 1.76, 57.3°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.04 | VIB: NO | ALC: 0.09
[2025-05-13T12:55:57.547036] POS: (3.35, 1.84, 57.3°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.18 | VIB: NO | ALC: 0.10
[2025-05-13T12:55:58.047091] POS: (3.40, 1.92, 57.3°) | VEL: linear=0.20, angular=0.00 | US: 0.44m | MAG: 0.18 | VIB: NO | ALC: 0.10
[2025-05-13T12:55:58.547220] POS: (3.45, 2.01, 57.3°) | VEL: linear=0.20, angular=0.00 | US: 0.41m | MAG: 0.06 | VIB: NO | ALC: 0.01
[2025-05-13T12:55:59.047163] POS: (3.51, 2.09, 57.3°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.09 | VIB: NO | ALC: 0.09
[2025-05-13T12:55:59.547228] POS: (3.56, 2.18, 57.3°) | VEL: linear=0.20, angular=0.00 | US: 0.29m | MAG: 0.06 | VIB: NO | ALC: 0.01
[2025-05-13T12:56:00.047222] POS: (3.60, 2.25, 60.1°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.06 | VIB: YES | ALC: 0.08
[2025-05-13T12:56:00.547185] POS: (3.64, 2.32, 63.0°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.03 | VIB: NO | ALC: 0.04
[2025-05-13T12:56:01.047421] POS: (3.69, 2.40, 63.0°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: 0.00 | VIB: NO | ALC: 0.19
[2025-05-13T12:56:01.547293] POS: (3.73, 2.49, 63.0°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.11 | VIB: NO | ALC: 0.03
[2025-05-13T12:56:02.047350] POS: (3.78, 2.58, 63.0°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: -0.05 | VIB: NO | ALC: 0.10
[2025-05-13T12:56:02.547227] POS: (3.82, 2.67, 63.0°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.14 | VIB: NO | ALC: 0.04
[2025-05-13T12:56:03.047237] POS: (3.87, 2.76, 63.0°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.04 | VIB: NO | ALC: 0.10
[2025-05-13T12:56:03.547227] POS: (3.90, 2.83, 65.9°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.18 | VIB: NO | ALC: 0.11
[2025-05-13T12:56:04.047117] POS: (3.94, 2.92, 65.9°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.17 | VIB: NO | ALC: 0.12
[2025-05-13T12:56:04.547084] POS: (3.97, 3.00, 68.7°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.08 | VIB: YES | ALC: 0.11
[2025-05-13T12:56:05.047218] POS: (4.00, 3.07, 71.6°) | VEL: linear=0.20, angular=0.00 | US: 0.32m | MAG: 0.11 | VIB: NO | ALC: 0.08
[2025-05-13T12:56:05.547236] POS: (4.03, 3.15, 74.4°) | VEL: linear=0.00, angular=0.50 | US: 1.03m | MAG: -0.01 | VIB: YES | ALC: 0.20
[2025-05-13T12:56:06.047308] POS: (4.05, 3.23, 77.3°) | VEL: linear=0.20, angular=0.00 | US: 0.26m | MAG: 0.12 | VIB: YES | ALC: 0.07
[2025-05-13T12:56:06.547231] POS: (4.06, 3.31, 80.2°) | VEL: linear=0.20, angular=0.00 | US: 0.28m | MAG: -0.11 | VIB: NO | ALC: 0.17
[2025-05-13T12:56:07.047047] POS: (4.07, 3.38, 83.0°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: 0.20 | VIB: YES | ALC: 0.13
[2025-05-13T12:56:07.547291] POS: (4.08, 3.48, 83.0°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.16 | VIB: YES | ALC: 0.05
[2025-05-13T12:56:08.047249] POS: (4.09, 3.58, 83.0°) | VEL: linear=0.20, angular=0.00 | US: 1.05m | MAG: 0.18 | VIB: YES | ALC: 0.02
[2025-05-13T12:56:08.547052] POS: (4.11, 3.68, 83.0°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: 0.07 | VIB: NO | ALC: 0.20
[2025-05-13T12:56:09.047266] POS: (4.12, 3.78, 83.0°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: 0.05 | VIB: YES | ALC: 0.04
[2025-05-13T12:56:09.547219] POS: (4.13, 3.88, 83.0°) | VEL: linear=0.20, angular=0.00 | US: 0.20m | MAG: 0.12 | VIB: NO | ALC: 0.08
[2025-05-13T12:56:10.047208] POS: (4.13, 3.94, 88.8°) | VEL: linear=0.20, angular=0.00 | US: 1.01m | MAG: -0.15 | VIB: NO | ALC: 0.02
[2025-05-13T12:56:10.547299] POS: (4.14, 4.04, 88.8°) | VEL: linear=0.20, angular=0.00 | US: 0.96m | MAG: 0.03 | VIB: NO | ALC: 0.11
[2025-05-13T12:56:11.047218] POS: (4.14, 4.14, 88.8°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: -0.05 | VIB: NO | ALC: 0.04
[2025-05-13T12:56:11.547281] POS: (4.14, 4.24, 88.8°) | VEL: linear=0.20, angular=0.00 | US: 0.37m | MAG: -0.12 | VIB: NO | ALC: 0.06
[2025-05-13T12:56:12.047226] POS: (4.14, 4.34, 88.8°) | VEL: linear=0.20, angular=0.00 | US: 1.00m | MAG: 0.07 | VIB: NO | ALC: 0.12
[2025-05-13T12:56:12.547230] POS: (4.14, 4.44, 88.8°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: 0.17 | VIB: NO | ALC: 0.17
[2025-05-13T12:56:13.047152] POS: (4.15, 4.54, 88.8°) | VEL: linear=0.20, angular=0.00 | US: 1.02m | MAG: -0.03 | VIB: NO | ALC: 0.11
[2025-05-13T12:56:13.547084] POS: (4.15, 4.64, 88.8°) | VEL: linear=0.20, angular=0.00 | US: 0.97m | MAG: -0.18 | VIB: NO | ALC: 0.16
[2025-05-13T12:56:14.047087] POS: (4.15, 4.74, 88.8°) | VEL: linear=0.20, angular=0.00 | US: 0.98m | MAG: -0.11 | VIB: NO | ALC: 0.07
[2025-05-13T12:56:14.547082] POS: (4.15, 4.82, 91.6°) | VEL: linear=0.20, angular=0.00 | US: 0.35m | MAG: 0.19 | VIB: NO | ALC: 0.04
[2025-05-13T12:56:15.047068] POS: (4.15, 4.88, 97.3°) | VEL: linear=0.00, angular=0.50 | US: 0.99m | MAG: 0.04 | VIB: NO | ALC: 0.04
[2025-05-13T12:56:15.547135] POS: (4.13, 4.96, 100.2°) | VEL: linear=0.20, angular=0.00 | US: 0.35m | MAG: -0.04 | VIB: NO | ALC: 0.19
[2025-05-13T12:56:16.047096] POS: (4.12, 5.04, 103.1°) | VEL: linear=0.00, angular=0.50 | US: 0.95m | MAG: 0.18 | VIB: NO | ALC: 0.00
[2025-05-13T12:56:16.547495] POS: (4.10, 5.12, 105.9°) | VEL: linear=0.20, angular=0.00 | US: 0.99m | MAG: -0.19 | VIB: YES | ALC: 0.04
[2025-05-13T12:56:17.047105] POS: (4.08, 5.19, 108.8°) | VEL: linear=0.20, angular=0.00 | US: 1.03m | MAG: 0.11 | VIB: NO | ALC: 0.16
[2025-05-13T12:56:17.547213] POS: (4.05, 5.29, 108.8°) | VEL: linear=0.20, angular=0.00 | US: 1.04m | MAG: -0.00 | VIB: YES | ALC: 0.09
