RoboCar Sensor Log
Started at: 2025-05-13T14:36:01.436608
================================================================================
[2025-05-13T14:36:01.936721] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.47m | MAG: 0.14 | VIB: NO | ALC: 0.13
[2025-05-13T14:36:02.436677] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.95m | MAG: -0.19 | VIB: NO | ALC: 0.06
[2025-05-13T14:36:02.936722] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.01 | VIB: NO | ALC: 0.02
[2025-05-13T14:36:03.436716] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.04 | VIB: NO | ALC: 0.04
[2025-05-13T14:36:03.936729] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.24m | MAG: 0.17 | VIB: NO | ALC: 0.07
[2025-05-13T14:36:04.436728] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.96m | MAG: 0.16 | VIB: NO | ALC: 0.08
[2025-05-13T14:36:04.936718] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.18 | VIB: NO | ALC: 0.01
[2025-05-13T14:36:05.436810] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.95m | MAG: 0.16 | VIB: NO | ALC: 0.08
[2025-05-13T14:36:05.936984] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: 0.15 | VIB: NO | ALC: 0.03
[2025-05-13T14:36:06.436796] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.24m | MAG: 0.15 | VIB: YES | ALC: 0.12
[2025-05-13T14:36:06.936825] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: -0.07 | VIB: NO | ALC: 0.08
[2025-05-13T14:36:07.436777] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: -0.01 | VIB: NO | ALC: 0.15
[2025-05-13T14:36:07.936755] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: 0.03 | VIB: NO | ALC: 0.18
[2025-05-13T14:36:08.436797] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.98m | MAG: -0.19 | VIB: NO | ALC: 0.17
[2025-05-13T14:36:08.936739] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.00m | MAG: 0.08 | VIB: NO | ALC: 0.17
[2025-05-13T14:36:09.436751] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.04 | VIB: NO | ALC: 0.08
[2025-05-13T14:36:09.936790] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.95m | MAG: 0.18 | VIB: NO | ALC: 0.19
[2025-05-13T14:36:10.436833] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.03m | MAG: -0.18 | VIB: NO | ALC: 0.02
[2025-05-13T14:36:10.936762] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.15 | VIB: NO | ALC: 0.02
[2025-05-13T14:36:11.436749] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: -0.00 | VIB: NO | ALC: 0.10
[2025-05-13T14:36:11.936734] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.02m | MAG: 0.02 | VIB: NO | ALC: 0.18
[2025-05-13T14:36:12.436845] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 1.04m | MAG: 0.02 | VIB: NO | ALC: 0.18
